"indicator","total_obs","missing_obs","completeness_rate"
"SE.CLO.15Y.LDGAP.S.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.LDGAP.S.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.LDGAP.S.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.LDGAP.S.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.LDGAP.S.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.LDGAP.S.PSD.2017.U",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.LDSEV.M.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.LDSEV.R.PSD.2017.U",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.LDSEV.S.PSD.2017.U",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.PRF.M.PSD.2017.U",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.PRF.R.PSD.2017.U",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.1",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.2",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.3",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.4",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.5",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.A",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.F",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.M",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.R",17952,17945,0
"SE.CLO.15Y.PRF.S.PSD.2017.U",17952,17945,0
"SE.CLO.15YO.LDG.MT.PSA.2000",17952,17952,0
"SE.CLO.3.LDGAP.R.PRL.2001.1",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.2",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.3",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.4",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.5",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.A",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.F",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.M",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.R",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2001.U",17952,17950,0
"SE.CLO.3.LDGAP.R.PRL.2016.1",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.2",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.3",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.4",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.5",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.A",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.F",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.M",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.R",17952,17951,0
"SE.CLO.3.LDGAP.R.PRL.2016.U",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2001.1",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.2",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.3",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.4",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.5",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.A",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.F",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.M",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.R",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2001.U",17952,17950,0
"SE.CLO.3.LDSEV.R.PRL.2016.1",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.2",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.3",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.4",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.5",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.A",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.F",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.M",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.R",17952,17951,0
"SE.CLO.3.LDSEV.R.PRL.2016.U",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2001.1",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.2",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.3",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.4",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.5",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.A",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.F",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.M",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.R",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2001.U",17952,17950,0
"SE.CLO.3.PRF.R.PRL.2016.1",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.2",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.3",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.4",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.5",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.A",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.F",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.M",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.R",17952,17951,0
"SE.CLO.3.PRF.R.PRL.2016.U",17952,17951,0
"SE.CLO.4.LDGAP.M.TMS.2015.5",17952,17946,0
"SE.CLO.4.LDGAP.M.TMS.2019.5",17952,17950,0
"SE.CLO.4.LDGAP.S.TMS.2015.5",17952,17946,0
"SE.CLO.4.LDGAP.S.TMS.2019.5",17952,17950,0
"SE.CLO.4.LDSEV.M.TMS.2015.5",17952,17946,0
"SE.CLO.4.LDSEV.M.TMS.2019.5",17952,17950,0
"SE.CLO.4.LDSEV.S.TMS.2015.5",17952,17946,0
"SE.CLO.4.LDSEV.S.TMS.2019.5",17952,17950,0
"SE.CLO.4.PRF.M.TMS.2015.5",17952,17946,0
"SE.CLO.4.PRF.M.TMS.2019.5",17952,17950,0
"SE.CLO.4.PRF.S.TMS.2015.5",17952,17946,0
"SE.CLO.4.PRF.S.TMS.2019.5",17952,17950,0
"SE.CLO.5.LDGAP.M.SPM.2019.1",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.2",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.3",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.4",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.5",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.A",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.F",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.M",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.R",17952,17946,0
"SE.CLO.5.LDGAP.M.SPM.2019.U",17952,17946,0
"SE.CLO.5.LDGAP.M.TMS.2011.1",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2011.2",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2011.3",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2011.4",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2011.5",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2011.A",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2011.F",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2011.R",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2011.U",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2015.1",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2015.2",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2015.3",17952,17950,0
"SE.CLO.5.LDGAP.M.TMS.2015.4",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2015.5",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2015.A",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2015.F",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2015.M",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2015.R",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2015.U",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2019.1",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2019.2",17952,17949,0
"SE.CLO.5.LDGAP.M.TMS.2019.3",17952,17951,0
"SE.CLO.5.LDGAP.M.TMS.2019.4",17952,17950,0
"SE.CLO.5.LDGAP.M.TMS.2019.5",17952,17950,0
"SE.CLO.5.LDGAP.M.TMS.2019.A",17952,17948,0
"SE.CLO.5.LDGAP.M.TMS.2019.F",17952,17948,0
"SE.CLO.5.LDGAP.M.TMS.2019.M",17952,17948,0
"SE.CLO.5.LDGAP.M.TMS.2019.R",17952,17948,0
"SE.CLO.5.LDGAP.M.TMS.2019.U",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2001.1",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.2",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.3",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.4",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.5",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.F",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.M",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.R",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2001.U",17952,17951,0
"SE.CLO.5.LDGAP.R.PRL.2006.1",17952,17947,0
"SE.CLO.5.LDGAP.R.PRL.2006.2",17952,17947,0
"SE.CLO.5.LDGAP.R.PRL.2006.3",17952,17947,0
"SE.CLO.5.LDGAP.R.PRL.2006.4",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2006.5",17952,17949,0
"SE.CLO.5.LDGAP.R.PRL.2006.A",17952,17947,0
"SE.CLO.5.LDGAP.R.PRL.2006.F",17952,17947,0
"SE.CLO.5.LDGAP.R.PRL.2006.M",17952,17947,0
"SE.CLO.5.LDGAP.R.PRL.2006.R",17952,17949,0
"SE.CLO.5.LDGAP.R.PRL.2006.U",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2011.1",17952,17949,0
"SE.CLO.5.LDGAP.R.PRL.2011.2",17952,17949,0
"SE.CLO.5.LDGAP.R.PRL.2011.3",17952,17949,0
"SE.CLO.5.LDGAP.R.PRL.2011.4",17952,17949,0
"SE.CLO.5.LDGAP.R.PRL.2011.5",17952,17949,0
"SE.CLO.5.LDGAP.R.PRL.2011.A",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2011.F",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2011.M",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2011.R",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2011.U",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.1",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.2",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.3",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.4",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.5",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.A",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.F",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.M",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.R",17952,17948,0
"SE.CLO.5.LDGAP.R.PRL.2016.U",17952,17948,0
"SE.CLO.5.LDGAP.R.SPM.2019.1",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.2",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.3",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.4",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.5",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.A",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.F",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.M",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.R",17952,17946,0
"SE.CLO.5.LDGAP.R.SPM.2019.U",17952,17946,0
"SE.CLO.5.LDGAP.S.TMS.2011.1",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2011.2",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2011.3",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2011.4",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2011.5",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2011.A",17952,17949,0
"SE.CLO.5.LDGAP.S.TMS.2011.F",17952,17949,0
"SE.CLO.5.LDGAP.S.TMS.2011.M",17952,17949,0
"SE.CLO.5.LDGAP.S.TMS.2011.R",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2011.U",17952,17949,0
"SE.CLO.5.LDGAP.S.TMS.2015.1",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2015.2",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2015.3",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2015.A",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2015.F",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2015.M",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2015.R",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2015.U",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2019.1",17952,17949,0
"SE.CLO.5.LDGAP.S.TMS.2019.2",17952,17949,0
"SE.CLO.5.LDGAP.S.TMS.2019.3",17952,17951,0
"SE.CLO.5.LDGAP.S.TMS.2019.4",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2019.5",17952,17950,0
"SE.CLO.5.LDGAP.S.TMS.2019.A",17952,17948,0
"SE.CLO.5.LDGAP.S.TMS.2019.F",17952,17948,0
"SE.CLO.5.LDGAP.S.TMS.2019.M",17952,17948,0
"SE.CLO.5.LDGAP.S.TMS.2019.R",17952,17948,0
"SE.CLO.5.LDGAP.S.TMS.2019.U",17952,17948,0
"SE.CLO.5.LDSEV.M.SPM.2019.1",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.2",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.3",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.4",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.5",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.A",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.F",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.M",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.R",17952,17946,0
"SE.CLO.5.LDSEV.M.SPM.2019.U",17952,17946,0
"SE.CLO.5.LDSEV.M.TMS.2011.1",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2011.2",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2011.3",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2011.4",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2011.5",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2011.A",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2011.F",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2011.M",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2011.R",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2011.U",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2015.1",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2015.2",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2015.3",17952,17950,0
"SE.CLO.5.LDSEV.M.TMS.2015.4",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2015.5",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2015.A",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2015.F",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2015.M",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2015.R",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2015.U",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2019.1",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2019.2",17952,17949,0
"SE.CLO.5.LDSEV.M.TMS.2019.3",17952,17951,0
"SE.CLO.5.LDSEV.M.TMS.2019.4",17952,17950,0
"SE.CLO.5.LDSEV.M.TMS.2019.5",17952,17950,0
"SE.CLO.5.LDSEV.M.TMS.2019.A",17952,17948,0
"SE.CLO.5.LDSEV.M.TMS.2019.F",17952,17948,0
"SE.CLO.5.LDSEV.M.TMS.2019.M",17952,17948,0
"SE.CLO.5.LDSEV.M.TMS.2019.R",17952,17948,0
"SE.CLO.5.LDSEV.M.TMS.2019.U",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2001.1",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.2",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.3",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.4",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.5",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.A",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.F",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.M",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.R",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2001.U",17952,17951,0
"SE.CLO.5.LDSEV.R.PRL.2006.1",17952,17947,0
"SE.CLO.5.LDSEV.R.PRL.2006.2",17952,17947,0
"SE.CLO.5.LDSEV.R.PRL.2006.3",17952,17947,0
"SE.CLO.5.LDSEV.R.PRL.2006.4",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2006.5",17952,17949,0
"SE.CLO.5.LDSEV.R.PRL.2006.A",17952,17947,0
"SE.CLO.5.LDSEV.R.PRL.2006.F",17952,17947,0
"SE.CLO.5.LDSEV.R.PRL.2006.M",17952,17947,0
"SE.CLO.5.LDSEV.R.PRL.2006.R",17952,17949,0
"SE.CLO.5.LDSEV.R.PRL.2006.U",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2011.1",17952,17949,0
"SE.CLO.5.LDSEV.R.PRL.2011.2",17952,17949,0
"SE.CLO.5.LDSEV.R.PRL.2011.3",17952,17949,0
"SE.CLO.5.LDSEV.R.PRL.2011.4",17952,17949,0
"SE.CLO.5.LDSEV.R.PRL.2011.5",17952,17949,0
"SE.CLO.5.LDSEV.R.PRL.2011.A",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2011.F",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2011.M",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2011.R",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2011.U",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.1",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.2",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.3",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.4",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.5",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.A",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.F",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.M",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.R",17952,17948,0
"SE.CLO.5.LDSEV.R.PRL.2016.U",17952,17948,0
"SE.CLO.5.LDSEV.R.SPM.2019.1",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.2",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.3",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.4",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.5",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.A",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.F",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.M",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.R",17952,17946,0
"SE.CLO.5.LDSEV.R.SPM.2019.U",17952,17946,0
"SE.CLO.5.LDSEV.S.TMS.2011.1",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2011.2",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2011.3",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2011.4",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2011.5",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2011.A",17952,17949,0
"SE.CLO.5.LDSEV.S.TMS.2011.F",17952,17949,0
"SE.CLO.5.LDSEV.S.TMS.2011.M",17952,17949,0
"SE.CLO.5.LDSEV.S.TMS.2011.R",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2011.U",17952,17949,0
"SE.CLO.5.LDSEV.S.TMS.2015.1",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2015.2",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2015.3",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2015.A",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2015.F",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2015.M",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2015.R",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2015.U",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2019.1",17952,17949,0
"SE.CLO.5.LDSEV.S.TMS.2019.2",17952,17949,0
"SE.CLO.5.LDSEV.S.TMS.2019.3",17952,17951,0
"SE.CLO.5.LDSEV.S.TMS.2019.4",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2019.5",17952,17950,0
"SE.CLO.5.LDSEV.S.TMS.2019.A",17952,17948,0
"SE.CLO.5.LDSEV.S.TMS.2019.F",17952,17948,0
"SE.CLO.5.LDSEV.S.TMS.2019.M",17952,17948,0
"SE.CLO.5.LDSEV.S.TMS.2019.R",17952,17948,0
"SE.CLO.5.LDSEV.S.TMS.2019.U",17952,17948,0
"SE.CLO.5.PRF.M.SPM.2019.1",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.2",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.3",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.4",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.5",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.A",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.F",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.M",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.R",17952,17946,0
"SE.CLO.5.PRF.M.SPM.2019.U",17952,17946,0
"SE.CLO.5.PRF.M.TMS.2011.1",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2011.2",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2011.3",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2011.4",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2011.5",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2011.A",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2011.F",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2011.M",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2011.R",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2011.U",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2015.1",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2015.2",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2015.3",17952,17950,0
"SE.CLO.5.PRF.M.TMS.2015.4",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2015.5",17952,17951,0
"SE.CLO.5.PRF.M.TMS.2015.A",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2015.F",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2015.M",17952,17949,0
"SE.CLO.5.PRF.M.TMS.2015.R",17952,17949,0
